Comment			
voltage(mV)		Control	.+Bup	diff
36.8628			93.8314		30.5939		63.2375
36.9788			96.3542		30.9753		65.3789
37.111			95.3979		33.3252		62.0727
37.3267			95.1538		33.2336		61.9202
37.4772			97.2086		33.5541		63.6545
37.583			98.9787		32.6233		66.3554
37.7132			99.4059		33.432		65.9739
37.8658			99.1618		35.6445		63.5173
38.055			98.5107		34.4849		64.0258
38.2279			99.5483		34.7595		64.7888
38.2544			101.379		34.4849		66.8941
38.4985			101.786		33.2642		68.5218
38.5677			101.705		34.5306		67.1744
38.7813			100.301		34.0576		66.2434
38.8831			105.937		33.4778		72.4592
39.056			102.987		34.317		68.67
39.1801			105.103		34.5612		70.5418
39.3001			104.797		34.5459		70.2511
39.4853			105.326		36.1786		69.1474
39.6012			102.071		36.5906		65.4804
39.7742			106.018		33.9203		72.0977
39.9105			100.789		33.3405		67.4485
40.0366			102.722		33.3557		69.3663
40.1648			106.364		33.8745		72.4895
40.3174			106.466		33.2947		73.1713
40.4313			103.861		32.6691		71.1919
40.6429			103.149		32.2571		70.8919
40.7589			105.611		33.7524		71.8586
40.9318			102.152		33.8745		68.2775
41.0681			104.248		34.5154		69.7326
41.2594			102.681		33.3405		69.3405
41.3265			100.972		34.1797		66.7923
41.5299			104.37		34.2102		70.1598
41.6724			100.382		35.3699		65.0121
41.8148			99.528		37.323		62.205
41.9145			100.159		36.5448		63.6142
42.0589			101.929		35.6293		66.2997
42.24			103.251		35.553		67.698
42.3336			106.262		34.0729		72.1891
42.535			105.591		33.432		72.159
42.6835			107.503		33.5083		73.9947
42.7873			108.683		33.9355		74.7475
42.9195			109.538		33.7219		75.8161
43.1657			105.896		36.026		69.87
43.1392			104.818		36.5906		68.2274
43.3773			106.099		38.0707		68.0283
43.4607			112		38.9404		73.0596
43.6825			109.172		39.8407		69.3313
43.8554			113.607		39.1693		74.4377
44.008			115.682		39.0625		76.6195
44.069			115.255		39.5355		75.7195
44.2379			118.225		39.093		79.132
44.3762			116.109		40.0238		76.0852
44.539			119.405		40.1154		79.2896
44.6916			115.316		39.1083		76.2077
44.8116			119.609		42.6788		76.9302
45.0028			117.716		41.9617		75.7543
45.1778			119.67		42.8314		76.8386
45.2897			120.626		44.22		76.406
45.3975			120.829		44.7082		76.1208
45.54			117.818		43.3197		74.4983
45.6966			119.751		41.3818		78.3692
45.8818			117.9		41.8091		76.0909
45.9774			120.158		43.4265		76.7315
46.1523			124.329		40.4205		83.9085
46.2358			125.956		41.4276		84.5284
46.3782			125.834		41.5344		84.2996
46.5572			125.936		42.3431		83.5929
46.7647			122.986		44.281		78.705
46.8278			121.338		43.1519		78.1861
46.9946			122.721		42.0532		80.6678
47.1248			123.23		43.396		79.834
47.192			124.552		44.0063		80.5457
47.4178			122.274		44.6625		77.6115
47.5602			121.48		46.0663		75.4137
47.7393			120.931		46.4478		74.4832
47.8918			121.745		47.1039		74.6411
47.9712			123.047		47.4701		75.5769
48.1868			120.666		45.0745		75.5915
48.2601			121.847		44.3115		77.5355
48.4839			120.239		43.6096		76.6294
48.6202			119.222		44.8608		74.3612
48.6772			119.08		44.3268		74.7532
48.8542			120.89		43.8538		77.0362
49.0047			120.26		43.6859		76.5741
49.1654			119.303		43.5638		75.7392
49.3282			120.666		45.1508		75.5152
49.4645			123.678		44.6167		79.0613
49.609			122.925		45.6085		77.3165
49.6761			128.52		47.1802		81.3398
49.8368			127.767		46.2494		81.5176
49.9935			124.451		48.7061		75.7449
50.1685			127.034		47.1649		79.8691
50.3027			124.39		44.8914		79.4986
50.4594			121.663		47.0123		74.6507
50.5937			124.41		46.9971		77.4129
50.73			123.779		47.6379		76.1411
50.9355			122.437		46.3867		76.0503
51.0677			126.261		45.1508		81.1102
51.1816			124.308		45.517		78.791
51.3057			125.712		44.3726		81.3394
51.4461			125.061		44.0674		80.9936
51.6842			124.98		45.2118		79.7682
51.7757			122.355		45.2881		77.0669
51.9059			121.44		46.5546		74.8854
52.0809			122.437		47.0276		75.4094
52.2131			125.203		47.9279		77.2751
52.3718			124.186		46.3104		77.8756
52.4715			123.271		47.6532		75.6178
52.5875			125.427		49.3927		76.0343
52.7909			126.16		49.3164		76.8436
52.8988			127.991		48.6603		79.3307
53.0961			135.05		50.293		84.757
53.1917			130.839		51.0254		79.8136
53.4155			127.055		51.4832		75.5718
53.442			124.166		50.3387		73.8273
53.6943			128.886		51.6357		77.2503
53.796			134.115		51.0406		83.0744
53.9364			130.473		51.4069		79.0661
54.0259			125.285		52.0935		73.1915
54.2782			124.939		50.003		74.936
54.3229			127.97		47.9584		80.0116
54.5406			130.005		51.4832		78.5218
54.6423			128.805		50.415		78.39
54.7603			133.586		48.9655		84.6205
54.9353			135.213		50.4303		84.7827
55.1143			136.637		50.9338		85.7032
55.2364			132.06		54.2755		77.7845
55.3748			129.232		54.0466		75.1854
55.5029			130.33		56.0455		74.2845
55.6982			135.173		51.8036		83.3694
55.8529			132.161		49.3622		82.7988
55.9546			132.812		50.1404		82.6716
56.0258			129.659		49.4232		80.2358
56.2048			131.816		48.8129		83.0031
56.4225			132.446		50.3845		82.0615
56.512			133.85		50.705		83.145
56.7175			133.484		52.4902		80.9938
56.7989			136.861		52.8412		84.0198
56.984			136.332		52.1698		84.1622
57.1285			132.609		54.7485		77.8605
57.275			134.806		56.3812		78.4248
57.4642			134.928		53.4821		81.4459
57.5171			138.611		54.6722		83.9388
57.7063			139.628		57.6782		81.9498
57.8833			139.893		54.3823		85.5107
58.0216			137.065		55.4047		81.6603
58.1742			139.913		52.7954		87.1176
58.2861			138.875		55.1147		83.7603
58.4326			139.445		56.1981		83.2469
58.5262			139.648		56.1523		83.4957
58.6503			143.758		59.1278		84.6302
58.8151			147.868		58.1665		89.7015
59.0247			148.926		56.3049		92.6211
59.161			151.021		56.2897		94.7313
59.2993			155.924		57.4341		98.4899
59.4295			150.859		57.9224		92.9366
59.6004			149.475		56.7322		92.7428
59.7835			147.685		57.4036		90.2814
59.9219			145.874		60.1349		85.7391
59.9524			148.499		59.082		89.417
60.2169			153.219		57.8766		95.3424
60.2616			151.082		59.5703		91.5117
60.4936			151.042		59.6161		91.4259
60.5526			152.201		58.67		93.531
60.7947			149.719		62.0117		87.7073
60.9005			149.211		64.0106		85.2004
61.0388			151.611		60.9894		90.6216
61.169			155.904		59.0363		96.8677
61.287			156.779		58.7769		98.0021
61.4539			155.294		59.0668		96.2272
61.6593			155.741		60.3485		95.3925
61.6349			155.701		62.2711		93.4299
61.8506			152.974		61.3556		91.6184
62.0357			157.878		60.1807		97.6973
62.2005			153.687		61.4319		92.2551
62.2961			155.904		62.9883		92.9157
62.5016			152.344		63.4918		88.8522
62.6339			151.53		61.9202		89.6098
62.7865			147.237		60.0891		87.1479
62.9106			149.109		62.5458		86.5632
63.1079			155.172		62.6678		92.5042
63.2117			153.056		60.3943		92.6617
63.2808			153.341		61.7676		91.5734
63.468			148.783		62.7899		85.9931
63.6145			151.326		62.1033		89.2227
63.7651			151.204		62.8357		88.3683
63.9237			152.181		61.0351		91.1459
64.0763			150.411		61.2183		89.1927
64.233			152.344		59.9213		92.4227
64.3693			151.835		58.8226		93.0124
64.469			149.109		61.0657		88.0433
64.6948			150.879		60.0586		90.8204
64.8006			151.916		63.2324		88.6836
64.9369			158.447		64.8498		93.5972
65.1261			153.259		65.0482		88.2108
65.2523			154.846		67.6422		87.2038
65.3784			151.937		63.1866		88.7504
65.4781			154.378		67.7032		86.6748
65.647			154.867		66.391		88.476
65.769			156.25		65.9027		90.3473
65.942			156.982		65.5975		91.3845
66.0315			154.744		65.2771		89.4669
66.2634			160.543		66.864		93.679
66.3468			163.696		68.7408		94.9552
66.5157			158.529		69.0308		89.4982
66.7069			154.338		70.1446		84.1934
66.8331			159.627		69.397		90.23
66.9755			155.68		68.1305		87.5495
67.1281			160.645		69.2291		91.4159
67.2196			165.466		69.2749		96.1911
67.3804			166.28		72.9217		93.3583
67.5024			166.036		69.107		96.929
67.6815			167.765		67.688		100.077
67.8036			166.667		69.7479		96.9191
67.9643			170.715		67.8558		102.8592
68.1067			170.186		70.9991		99.1869
68.2674			171.143		70.9228		100.2202
68.3773			169.189		68.4357		100.7533
68.5034			166.117		69.519		96.598
68.7415			166.097		68.9392		97.1578
68.8493			163.778		72.9675		90.8105
68.9673			165.69		75.943		89.747
69.0873			164.042		74.5544		89.4876
69.244			162.943		70.7397		92.2033
69.3905			161.58		72.8302		88.7498
69.5064			165.69		73.9593		91.7307
69.7567			169.637		75.0885		94.5485
69.8136			168.416		75.4852		92.9308
70.0639			168.945		77.0874		91.8576
70.1697			172.831		78.7048		94.1262
70.3568			171.509		73.5168		97.9922
70.4545			167.582		75.7446		91.8374
70.6396			167.806		76.5533		91.2527
70.7495			170.125		80.5664		89.5586
70.7617			173.645		77.1942		96.4508
71.0832			171.773		75.6836		96.0894
71.0649			185.018		80.1849		104.8331
71.3212			178.426		80.7953		97.6307
71.4901			177.287		81.9092		95.3778
71.6223			175.456		83.3282		92.1278
71.72			170.715		84.8389		85.8761
71.9071			167.867		83.3893		84.4777
71.9743			168.355		84.137		84.218
72.2123			169.617		83.8318		85.7852
72.3263			171.672		84.8694		86.8026
72.4972			179.565		85.6781		93.8869
72.5867			177.124		79.0405		98.0835
72.786			179.199		80.2917		98.9073
72.8532			179.403		79.7882		99.6148
73.0098			179.016		74.9359		104.0801
73.1543			178.162		76.2482		101.9138
73.3659			171.855		78.0182		93.8368
73.4778			178.263		80.2002		98.0628
73.6426			177.775		80.6885		97.0865
73.724			178.385		79.5441		98.8409
73.8867			175.802		83.9538		91.8482
73.9762			179.179		82.4737		96.7053
74.2021			175.68		82.8247		92.8553
74.3567			173.258		84.9152		88.3428
74.4808			174.398		82.3364		92.0616
74.6171			173.523		80.8563		92.6667
74.6883			180.033		80.9936		99.0394
74.9386			189.311		82.9773		106.3337
75.022			187.093		80.8868		106.2062
75.2051			187.256		81.2225		106.0335
75.3495			188.192		85.9375		102.2545
75.4899			188.517		82.9773		105.5397
75.6222			185.486		80.1849		105.3011
75.8215			193.807		79.0863		114.7207
75.9151			192.647		82.7026		109.9444
76.0718			191.406		83.3435		108.0625
76.0982			187.032		82.9773		104.0547
76.4095			186.686		84.61		102.076
76.5295			186.503		83.8013		102.7017
76.6618			183.94		85.5102		98.4298
76.7676			192.79		84.8236		107.9664
76.9344			196.187		84.4421		111.7449
77.0199			190.511		82.1228		108.3882
77.2253			195.984		83.2672		112.7168
77.3576			191.711		85.8002		105.9108
77.498			187.663		87.0209		100.6421
77.6526			189.351		85.1135		104.2375
77.8337			187.907		85.6628		102.2442
77.9476			190.674		88.2111		102.4629
78.149			191.04		86.5173		104.5227
78.2284			190.776		87.7533		103.0227
78.4298			186.422		89.7064		96.7156
78.5315			184.652		90.744		93.908
78.6312			192.159		94.1315		98.0275
78.7349			187.337		93.7805		93.5565
78.9567			196.35		95.5658		100.7842
79.1276			191.549		94.0399		97.5091
79.211			189.677		92.4683		97.2087
79.3758			186.015		92.5903		93.4247
79.5508			186.259		93.6737		92.5853
79.6769			190.877		91.0034		99.8736
79.8458			192.037		93.6432		98.3938
79.917			194.132		91.8426		102.2894
80.1164			197.042		93.9331		103.1089
80.2791			199.137		95.5353		103.6017
80.4338			195.129		95.9473		99.1817
80.5701			201.518		97.0001		104.5179
80.6616			199.219		99.884		99.335
80.8468			196.187		101.089		95.098
81.0116			196.696		101.685		95.011
81.1682			191.467		101.974		89.493
81.3371			197.408		100.174		97.234
81.4571			197.428		103.058		94.37
81.5304			201.497		103.226		98.271
81.7053			198.059		104.645		93.414
81.8498			200.053		104.126		95.927
82.0593			194.804		107.574		87.23
82.1244			193.339		106.43		86.909
82.3503			192.952		105.713		87.239
82.3869			195.272		112.076		83.196
82.5802			194.316		106.125		88.191
82.747			195.211		108.032		87.179
82.9016			197.021		106.567		90.454
82.9871			195.882		112.564		83.318
83.1742			195.76		108.109		87.651
83.276			198.079		105.957		92.122
83.4224			202.799		105.53		97.269
83.5465			204.468		103.851		100.617
83.7113			206.38		99.8993		106.4807
83.866			214.762		102.051		112.711
83.9819			212.362		102.524		109.838
84.2383			215.841		101.273		114.568
84.2423			212.728		105.301		107.427
84.4885			210.632		104.98		105.652
84.5435			214.539		106.323		108.216
84.751			215.698		106.766		108.932
84.9259			214.884		108.826		106.058
85.105			211.67		106.705		104.965
85.2474			210.063		106.857		103.206
85.3267			209.554		106.491		103.063
85.4915			208.537		106.308		102.229
85.5831			206.136		108.078		98.058
85.7764			206.156		103.79		102.366
85.8781			207.865		102.615		105.25
86.0002			211.792		103.073		108.719
86.1039			217.061		104.736		112.325
86.3236			211.568		109.985		101.583
86.5068			216.207		106.567		109.64
86.6024			217.773		113.022		104.751
86.8363			213.175		113.571		99.604
86.9279			209.513		112.793		96.72
87.1151			215.21		116.241		98.969
87.1619			207.275		114.868		92.407
87.3816			216.105		113.785		102.32
87.4772			212.097		113.953		98.144
87.6298			208.537		112.823		95.714
87.7844			220.418		109.802		110.616
87.937			214.844		110.214		104.63
88.053			211.894		107.605		104.289
88.2951			216.431		110.703		105.728
88.3907			219.279		111.618		107.661
88.5128			213.989		110.367		103.622
88.5128			213.989		110.367		103.622
88.8159			210.286		113.831		96.455
88.9583			211.1		116.684		94.416
89.0723			212.565		117.813		94.752
89.3001			211.731		116.882		94.849
89.4181			215.027		116.669		98.358
89.6012			213.745		115.555		98.19
89.6765			213.399		119.263		94.136
89.8067			210.551		115.799		94.752
89.9959			211.934		115.646		96.288
90.09			218.058		111.359		106.699
90.205			222.392		114.639		107.753
90.452			224.263		118.774		105.489
90.519			229.94		115.555		114.385
90.531			232.93		114.41		118.52
90.865			236.898		116.699		120.199
90.997			231.344		119.507		111.837
91.101			228.556		121.674		106.882
91.274			231.588		123.535		108.053
91.361			241.17		124.054		117.116
91.573			244.568		127.838		116.73
91.713			237.122		124.039		113.083
91.896			240.051		126.19		113.861
91.986			237.427		128.189		109.238
92.108			238.18		123.779		114.401
92.224			242.269		126.053		116.216
92.315			239.461		134.491		104.97
92.563			233.968		131.638		102.33
92.736			235.962		131.393		104.569
92.846			229.696		132.416		97.28
93.019			229.045		126.724		102.321
93.111			228.17		127.304		100.866
93.282			239.624		133.697		105.927
93.465			241.72		133.942		107.778
93.569			242.554		138.26		104.294
93.689			241.374		131.927		109.447
93.927			244.364		130.753		113.611
93.99			245.321		133.286		112.035
94.203			236.104		136.414		99.69
94.289			236.694		130.936		105.758
94.443			240.885		132.4		108.485
94.559			249.227		133.331		115.896
94.726			245.89		132.202		113.688
94.919			237.996		129.99		108.006
94.991			242.92		131.973		110.947
95.16			242.432		133.224		109.208
95.332			250.305		131.958		118.347
95.438			250.081		129.562		120.519
95.554			258.626		127.304		131.322
95.699			251.851		128.51		123.341
95.918			251.668		130.63		121.038
96.047			253.092		125.702		127.39
96.146			250.692		132.126		118.566
96.372			257.711		135.559		122.152
96.464			253.418		138.962		114.456
96.571			254.333		139.114		115.219
96.775			252.828		137.436		115.392
96.868			249.044		139.389		109.655
97.078			253.031		146.393		106.638
97.192			244.832		145.981		98.851
97.322			246.338		146.835		99.503
97.526			242.798		146.469		96.329
97.595			252.747		145.813		106.934
97.776			254.496		143.585		110.911
97.874			253.418		139.13		114.288
97.994			253.825		145.569		108.256
98.132			255.412		147.385		108.027
98.335			250.651		144.379		106.272
98.496			253.927		146.851		107.076
98.653			255.534		145.95		109.584
98.748			256.266		148.285		107.981
98.964			262.614		142.014		120.6
99.086			259.725		141.846		117.879
99.214			267.008		151.108		115.9
99.399			264.567		152.588		111.979
99.536			264.567		152.878		111.689
99.67			261.637		153.732		107.905
99.806			258.789		152.481		106.308
99.959			259.257		153.946		105.311
100.077			258.911		158.829		100.082
100.219			263.245		162.933		100.312
100.299			271.647		157.959		113.688
100.433			283.081		159.317		123.764
100.63			277.852		161.774		116.078
100.822			280.07		162.506		117.564
100.97			275.553		164.474		111.079
101.104			278.646		169.8		108.846
101.235			273.682		164.795		108.887
101.422			278.849		164.825		114.024
101.532			279.378		160.385		118.993
101.725			277.425		164.856		112.569
101.859			273.58		161.331		112.249
101.953			276.164		168.9		107.264
102.083			273.214		171.539		101.675
102.276			269.552		167.831		101.721
102.398			267.802		175.934		91.868
102.553			273.966		175.674		98.292
102.724			282.735		184.174		98.561
102.844			285.767		177.124		108.643
102.976			283.061		173.157		109.904
103.147			289.53		176.773		112.757
103.287			286.723		179.55		107.173
103.42			283.264		182.922		100.342
103.55			292.928		182.755		110.173
103.751			290.71		178.299		112.411
103.9			297.567		173.355		124.212
104.016			290.548		172.455		118.093
104.138			294.698		176.285		118.413
104.286			300.171		175.766		124.405
104.386			300.435		180.466		119.969
104.53			310.872		184.387		126.485
104.787			307.515		187.454		120.061
104.795			308.472		182.465		126.007
105.013			311.483		190.247		121.236
105.122			301.697		186.935		114.762
105.291			301.941		177.933		124.008
105.411			300.252		178.864		121.388
105.544			299.215		181.641		117.574
105.739			304.097		184.402		119.695
105.912			309.916		192.52		117.396
106.04			308.655		190.414		118.241
106.168			298.991		192.001		106.99
106.323			301.31		184.86		116.45
106.461			311.259		189.011		122.248
106.606			308.736		181.671		127.065
106.758			309.143		189.682		119.461
106.903			303.202		200.821		102.381
107.051			315.653		189.423		126.23
107.137			319.193		188.354		130.839
107.369			313.436		196.289		117.147
107.389			313.436		191.116		122.32
107.56			313.7		192.368		121.332
107.729			324.178		197.968		126.21
107.902			328.267		196.625		131.642
108.087			334.554		202.911		131.643
108.152			329.122		202.728		126.394
108.374			326.823		204.773		122.05
108.441			333.109		207.275		125.834
108.648			319.682		200.699		118.983
108.73			333.333		206.543		126.79
108.953			327.718		205.444		122.274
109.039			329.569		204.88		124.689
109.246			338.359		207.703		130.656
109.35			335.042		214.432		120.61
109.468			331.197		208.679		122.518
109.647			332.336		205.399		126.937
109.759			337.138		208.42		128.718
109.973			344.788		208.267		136.521
110.076			337.911		215.332		122.579
110.203			338.196		216.888		121.308
110.282			337.158		214.935		122.223
110.546			341.044		223.343		117.701
110.622			346.029		226.288		119.741
110.807			337.687		221.664		116.023
110.941			340.088		231.293		108.795
111.122			330.973		234.924		96.049
111.216			335.856		226.7		109.156
111.37			338.949		231.659		107.29
111.527			341.349		240.524		100.825
111.619			342		237.427		104.573
111.72			347.066		237.427		109.639
111.995			352.905		226.822		126.083
112.101			351.298		232.422		118.876
112.223			351.237		222.351		128.886
112.396			339.803		226.15		113.653
112.536			355.916		230.255		125.661
112.679			351.257		226.456		124.801
112.878			343.709		230.637		113.072
112.915			339.152		229.965		109.187
113.13			340.535		230.56		109.975
113.228			336.894		229.797		107.097
113.415			337.769		231.628		106.141
113.572			347.717		235.413		112.304
113.706			348.328		238.296		110.032
113.863			361.613		243.942		117.671
113.952			355.876		243.957		111.919
114.056			352.844		249.741		103.103
114.241			352.478		252.594		99.884
114.424			353.739		257.034		96.705
114.569			348.999		254.028		94.971
114.711			359.904		247.04		112.864
114.843			358.358		250.549		107.809
115.008			349.263		265.243		84.02
115.138			357.422		261.047		96.375
115.193			365.051		268.982		96.069
115.472			371.846		271.194		100.652
115.547			368.083		274.063		94.02
115.747			366.15		262.588		103.562
115.842			379.049		263.29		115.759
115.97			390.442		262.558		127.884
116.117			398.295		262.39		135.905
116.298			383.809		264.557		119.252
116.345			398.804		271.088		127.716
116.524			383.891		264.618		119.273
116.762			388.468		265.366		123.102
116.86			375.712		269.287		106.425
116.99			372.213		265.64		106.573
117.195			386.943		268.524		118.419
117.321			391.602		273.376		118.226
117.441			388.224		273.071		115.153
117.612			392.598		273.972		118.626
117.785			394.165		272.232		121.933
117.848			391.296		276.55		114.746
118.044			407.308		274.246		133.062
118.119			390.36		271.515		118.845
118.261			400.797		271.042		129.755
118.406			401.306		276.291		125.015
118.566			413.31		280.716		132.594
118.735			410.095		287.811		122.284
118.912			400.513		279.282		121.231
119.089			412.415		285.339		127.076
119.144			414.978		282.181		132.797
119.315			423.279		295.502		127.777
119.519			426.717		289.978		136.739
119.517			427.043		286.453		140.59
119.722			425.802		287.186		138.616
119.846			428.406		288.376		140.03
120.042			433.228		296.295		136.933
120.202			436.279		290.421		145.858
120.391			441.081		299.087		141.994
120.467			439.555		299.667		139.888
120.66			437.398		304.764		132.634
120.802			434.102		298.141		135.961
120.924			441.711		299.988		141.723
121.038			445.353		307.77		137.583
121.179			444.661		311.92		132.741
121.323			442.078		306		136.078
121.517			434.245		313.766		120.479
121.602			440.45		313.08		127.37
121.848			430.949		308.838		122.111
121.932			440.898		308.777		132.121
122.037			449.951		316.711		133.24
122.192			466.756		304.962		161.794
122.357			464.152		316.162		147.99
122.487			465.719		315.491		150.228
122.648			460.653		317.001		143.652
122.806			468.811		321.869		146.942
122.971			475.016		327.591		147.425
123.144			464.925		329.33		135.595
123.299			467.041		331.543		135.498
123.37			465.047		324.936		140.111
123.557			473.246		330.353		142.893
123.726			476.786		331.314		145.472
123.767			474.406		342.255		132.151
123.964			477.254		344.421		132.833
124.074			474.935		338.638		136.297
124.302			474.141		336.746		137.395
124.41			476.135		341.064		135.071
124.511			481.689		339.661		142.028
124.633			494.893		355.27		139.623
124.808			483.439		348.007		135.432
124.989			472.087		348.48		123.607
125.15			467.021		348.923		118.098
125.266			465.82		345.627		120.193
125.343			472.819		346.542		126.277
125.529			478.149		352.89		125.259
125.697			476.501		360.687		115.814
125.807			482.747		357.101		125.646
126.047			489.237		368.454		120.783
126.192			486.043		361.725		124.318
126.247			484.863		360.702		124.161
126.446			484.09		368.652		115.438
126.491			485.128		364.868		120.26
126.696			490.499		371.094		119.405
126.882			497.681		370.468		127.213
127.008			494.019		367.142		126.877
127.152			485.596		371.384		114.212
127.315			481.934		371.872		110.062
127.437			486.755		370.026		116.729
127.524			497.559		375		122.559
127.75			502.258		379.257		123.001
127.86			498.474		374.481		123.993
127.996			514.425		372.482		141.943
128.167			502.116		376.511		125.605
128.324			513.489		374.847		138.642
128.505			498.25		382.614		115.636
128.597			510.905		394.546		116.359
128.729			504.903		393.951		110.952
128.863			509.562		396.027		113.535
129.063			519.389		388.382		131.007
129.144			514.791		409.378		105.413
129.284			521.322		401.428		119.894
129.427			521.444		410.324		111.12
129.547			529.846		406.738		123.108
129.75			542.399		404.572		137.827
129.85			530.355		413.712		116.643
130.053			530.924		406.479		124.445
130.155			535.644		403.076		132.568
130.31			523.661		415.787		107.874
130.476			531.84		419.891		111.949
130.623			529.053		419.968		109.085
130.759			525.899		410.583		115.316
130.944			533.081		412.064		121.017
130.997			532.613		413.589		119.024
131.203			544.678		419.586		125.092
131.319			542.318		410.248		132.07
131.482			553.731		420.258		133.473
131.683			555.684		421.02		134.664
131.799			556.62		411.316		145.304
131.917			566.162		408.524		157.638
132.1			567.118		419.815		147.303
132.2			560.323		421.6		138.723
132.356			568.135		429.321		138.814
132.513			573.059		427.78		145.279
132.641			570.557		431.015		139.542
132.771			569.417		433.624		135.793
132.981			586.649		421.875		164.774
133.095			586.853		432.449		154.404
133.166			566.691		431.168		135.523
133.3			575.378		438.98		136.398
133.471			560.893		434.647		126.246
133.707			582.235		442.337		139.898
133.787			576.151		451.553		124.598
133.905			588.582		450.378		138.204
133.925			585.042		453.4		131.642
134.189			570.719		444.946		125.773
134.326			570.516		451.706		118.81
134.497			574.239		448.807		125.432
134.674			582.052		448.318		133.734
134.763			582.458		451.157		131.301
134.967			593.119		447.54		145.579
135.129			574.361		440.186		134.175
135.241			586.894		455.154		131.74
135.396			591.064		464.188		126.876
135.52			591.736		466.827		124.909
135.685			594.238		458.42		135.818
135.817			591.98		465.515		126.465
136.016			595.662		470.459		125.203
136.082			587.28		468.506		118.774
136.299			592.997		470.154		122.843
136.379			602.865		483.841		119.024
136.499			611.999		484.1		127.899
136.706			617.716		483.841		133.875
136.853			622.192		494.827		127.365
136.977			628.113		487.823		140.29
137.162			625.529		498.138		127.391
137.203			646.891		482.315		164.576
137.428			638.55		489.227		149.323
137.512			626.343		491.562		134.781
137.65			630.574		496.78		133.794
137.904			640.788		498.093		142.695
137.915			627.401		503.891		123.51
138.094			631.571		507.736		123.835
138.26			645.182		495.972		149.21
138.374			637.431		501.77		135.661
138.59			652.547		491.775		160.772
138.743			645.142		491.18		153.962
138.794			643.392		495.88		147.512
