time(s)					voltage (mv)	control	SB488	SB488+SB779	diff (TRPV4 current)
0.4085					-17.2485	-7.01904	-17.0898	-10.0708    -7.019
0.409					-17.1509	-3.35693	-17.0898	-10.0708    -7.019
0.4095					-17.0654	-3.96729	-12.8174	-8.54492    -4.27248
0.41					-16.9617	-3.05176	-17.395		-7.32422    -10.07078
0.4105					-16.864		-4.27246	-15.564		-7.93457    -7.62943
0.411					-16.7542	-3.96729	-17.395		-7.01904    -10.37596
0.4115					-16.6382	-4.57764	-15.8691	-7.62939    -8.23971
0.412					-16.5588	-4.88281	-17.7002	-7.62939    -10.07081
0.4125					-16.4551	-5.18799	-18.3105	-7.32422    -10.98628
0.413					-16.3452	-6.10352	-13.4277	-7.01904    -6.40866
0.4135					-16.2659	-2.74658	-16.7847	-7.32422    -9.46048
0.414					-16.1499	-4.88281	-12.8174	-7.01904    -5.79836
0.4145					-16.04		-5.18799	-13.1226	-7.01904    -6.10356
0.415					-15.9363	-4.57764	-13.7329	-6.71387    -7.01903
0.4155					-15.8569	-5.79834	-12.5122	-7.01904    -5.49316
0.416					-15.7593	-2.13623	-10.0708	-6.40869    -3.66211
0.4165					-15.6433	-1.83105	-12.5122	-7.93457    -4.57763
0.417					-15.5518	-4.27246	-14.3433	-5.49316    -8.85014
0.4175					-15.4663	-5.49316	-13.7329	-6.10352    -7.62938
0.418					-15.3564	-5.49316	-14.6484	-8.8501	    -5.7983
0.4185					-15.2527	-3.66211	-12.207		-7.93457    -4.27243
0.419					-15.1611	-0.610352	-14.3433	-11.2915    -3.0518
0.4195					-15.0513	-3.66211	-10.376		-4.57764    -5.79836
0.42					-14.9536	-3.96729	-14.9536	-8.8501	    -6.1035
0.4205					-14.8743	-0.915527	-11.9019	-9.15527    -2.74663
0.421					-14.7705	-4.57764	-12.5122	-7.62939    -4.88281
0.4215					-14.6729	-2.74658	-16.7847	-5.49316    -11.29154
0.422					-14.5447	-2.13623	-16.1743	-6.10352    -10.07078
0.4225					-14.4653	-3.05176	-15.2588	-5.49316    -9.76564
0.423					-14.3677	-2.13623	-14.9536	-7.32422    -7.62938
0.4235					-14.2639	-3.96729	-12.5122	-7.01904    -5.49316
0.424					-14.1479	-4.27246	-15.2588	-7.32422    -7.93458
0.4245					-14.0625	-1.52588	-14.6484	-5.18799    -9.46041
0.425					-13.9648	-2.44141	-10.6812	-6.10352    -4.57768
0.4255					-13.8672	-2.44141	-17.395		-6.10352    -11.29148
0.426					-13.7512	-2.74658	-14.0381	-4.27246    -9.76564
0.4265					-13.6475	-3.05176	-11.5967	-4.57764    -7.01906
0.427					-13.5498	-4.27246	-13.7329	-4.27246    -9.46044
0.4275					-13.4583	-4.57764	-14.0381	-4.88281    -9.15529
0.428					-13.3728	-5.49316	-10.376		-8.23975    -2.13625
0.4285					-13.2751	-0.915527	-12.8174	-5.79834    -7.01906
0.429					-13.1775	-3.35693	-11.2915	-4.57764    -6.71386
0.4295					-13.092		-4.57764	-9.15527	-5.18799    -3.96728
0.43					-12.97		-1.2207		-10.0708	-7.01904    -3.05176
0.4305					-12.8784	-3.35693	-10.6812	-5.49316    -5.18804
0.431					-12.7625	-5.79834	-12.8174	-6.10352    -6.71388
0.4315					-12.6648	-3.66211	-12.8174	-4.88281    -7.93459
0.432					-12.5671	-1.52588	-10.6812	-3.05176    -7.62944
0.4325					-12.4756	-2.74658	-10.0708	-5.79834    -4.27246
0.433					-12.3474	-1.52588	-10.9863	-6.10352    -4.88278
0.4335					-12.2742	-1.83105	-9.46045	-4.27246    -5.18799
0.434					-12.1643	-1.2207		-10.9863	-3.35693    -7.62937
0.4345					-12.0544	-2.74658	-11.5967	-4.88281    -6.71389
0.435					-11.9507	-3.35693	-7.32422	-5.79834    -1.52588
0.4355					-11.8591	-1.83105	-10.376		-4.57764    -5.79836
0.436					-11.7737	-3.35693	-10.376		-3.96729    -6.40871
0.4365					-11.676		-2.13623	-10.376		-4.27246    -6.10354
0.437					-11.5601	-3.66211	-9.46045	-3.35693    -6.10352
0.4375					-11.4563	-2.44141	-9.76563	-3.96729    -5.79834
0.438					-11.3647	-3.35693	-11.5967	-5.18799    -6.40871
0.4385					-11.2671	-3.35693	-11.5967	-4.57764    -7.01906
0.439					-11.1633	-1.83105	-8.23975	-5.79834    -2.44141
0.4395					-11.0779	-0.915527	-10.6812	-5.79834    -4.88286
0.44					-10.968		-2.74658	-11.9019	-4.57764    -7.32426
0.4405					-10.8582	0		-10.6812	-7.32422    -3.35698
0.441					-10.7727	-3.35693	-11.2915	-3.05176    -8.23974
0.4415					-10.6689	-0.610352	-7.01904	-6.10352    -0.91552
0.442					-10.5713	-1.83105	-11.2915	-2.44141    -8.85009
0.4425					-10.4614	-2.13623	-11.2915	-6.10352    -5.18798
0.443					-10.3638	-4.88281	-12.5122	-2.74658    -9.76562
0.4435					-10.2661	-1.52588	-12.8174	-6.10352    -6.71388
0.444					-10.1563	-2.44141	-10.9863	-3.35693    -7.62937
0.4445					-10.083		1.2207		-9.46045	-4.88281    -4.57764
0.445					-9.98535	-3.35693	-10.376		-3.66211    -6.71389
0.4455					-9.88159	-1.83105	-8.8501		-2.44141    -6.40869
0.446					-9.76563	-4.27246	-9.46045	-4.27246    -5.18799
0.4465					-9.66797	-4.27246	-13.4277	-5.18799    -8.23971
0.447					-9.58862	-3.05176	-11.2915	-4.88281    -6.40869
0.4475					-9.49097	0.305176	-7.62939	-3.35693    -4.27246
0.448					-9.39331	1.2207		-8.54492	-4.57764    -3.96728
0.4485					-9.29565	-0.305176	-8.8501		-3.66211    -5.18799
0.449					-9.17358	-2.13623	-8.54492	-3.05176    -5.49316
0.4495					-9.05762	-1.83105	-9.46045	-3.66211    -5.79834
0.45					-8.98438	-0.915527	-8.54492	-5.18799    -3.35693
0.4505					-8.87451	-1.2207		-10.9863	-3.66211    -7.32419
0.451					-8.76465	-2.44141	-10.9863	-0.610352   -10.375948
0.4515					-8.66699	-1.52588	-8.54492	-2.74658    -5.79834
0.452					-8.56323	-0.610352	-9.46045	-2.74658    -6.71387
0.4525					-8.47168	-2.44141	-7.62939	-2.13623    -5.49316
0.453					-8.38623	-0.610352	-9.15527	-4.27246    -4.88281
0.4535					-8.28247	-0.915527	-9.46045	-3.35693    -6.10352
0.454					-8.19702	1.52588		-13.4277	-6.40869    -7.01901
0.4545					-8.09326	0		-8.8501		-3.35693    -5.49317
0.455					-7.9834		-1.52588	-10.0708	-2.44141    -7.62939
0.4555					-7.88574	0		-9.46045	-5.79834    -3.66211
0.456					-7.77588	-1.2207		-8.23975	-2.74658    -5.49317
0.4565					-7.67822	-1.52588	-7.32422	-1.52588    -5.79834
0.457					-7.59277	1.2207		-8.8501		-3.35693    -5.49317
0.4575					-7.48291	0		-6.71387	-5.49316    -1.22071
0.458					-7.37915	-0.610352	-7.93457	-3.35693    -4.57764
0.4585					-7.2998		0.915527	-9.15527	-2.13623    -7.01904
0.459					-7.18384	0.610352	-9.46045	-5.18799    -4.27246
0.4595					-7.07397	-0.915527	-8.8501		-4.57764    -4.27246
0.46					-6.97021	-0.915527	-8.54492	-2.13623    -6.40869
0.4605					-6.88477	-2.13623	-7.93457	-4.27246    -3.66211
0.461					-6.78711	-0.305176	-10.376		-4.27246    -6.10354
0.4615					-6.67725	-0.915527	-9.46045	-3.05176    -6.40869
0.462					-6.5918		-0.610352	-6.71387	-4.88281    -1.83106
0.4625					-6.48193	1.52588		-8.54492	-1.83105    -6.71387
0.463					-6.37817	-0.610352	-7.62939	-3.66211    -3.96728
0.4635					-6.29883	-0.915527	-7.93457	-2.74658    -5.18799
0.464					-6.18896	-0.610352	-7.32422	-2.74658    -4.57764
0.4645					-6.08521	-0.915527	-6.71387	-2.44141    -4.27246
0.465					-5.99365	1.2207		-4.57764	-1.2207	    -3.35694
0.4655					-5.896		0		-6.71387	-6.10352    -0.61035
0.466					-5.77393	0		-7.32422	-1.83105    -5.49317
0.4665					-5.68848	-2.13623	-8.23975	-2.44141    -5.79834
0.467					-5.57251	-2.13623	-5.18799	-3.35693    -1.83106
0.4675					-5.48096	3.35693		-6.40869	-1.52588    -4.88281
0.468					-5.39551	-0.915527	-4.88281	-2.44141    -2.4414
0.4685					-5.29175	0.610352	-7.32422	-0.915527   -6.408693
0.469					-5.18188	2.13623		-5.49316	-2.13623    -3.35693
0.4695					-5.07813	-1.52588	-6.10352	-2.74658    -3.35694
0.47					-4.98657	0.610352	-6.10352	-1.52588    -4.57764
0.4705					-4.87671	-0.305176	-6.40869	-1.83105    -4.57764
0.471					-4.77295	1.2207		-7.01904	-2.44141    -4.57763
0.4715					-4.67529	-0.305176	-3.96729	-2.44141    -1.52588
0.472					-4.60205	1.83105		-6.71387	0	    -6.71387
0.4725					-4.49219	0		-8.23975	-1.52588    -6.71387
0.473					-4.39453	-0.610352	-4.88281	-0.915527   -3.967283
0.4735					-4.30298	3.05176		-4.27246	-0.610352   -3.662108
0.474					-4.18701	-2.44141	-6.40869	-1.52588    -4.88281
0.4745					-4.08325	1.2207		-3.66211	-3.05176    -0.61035
0.475					-3.9917		1.52588		-5.79834	-2.13623    -3.66211
0.4755					-3.90015	1.2207		-5.79834	-0.610352   -5.187988
0.476					-3.78418	-1.2207		-3.66211	-3.35693    -0.30518
0.4765					-3.68042	-1.2207		-7.32422	-0.610352   -6.713868
0.477					-3.58276	0		-6.71387	-2.74658    -3.96729
0.4775					-3.49731	0		-6.10352	-1.83105    -4.27247
0.478					-3.38745	0.915527	-6.10352	-2.13623    -3.96729
0.4785					-3.302		0.915527	-4.27246	-0.610352   -3.662108
0.479					-3.17993	1.83105		-2.74658	-2.44141    -0.30517
0.4795					-3.10059	0.305176	-2.74658	-1.52588    -1.2207
0.48					-2.97852	-1.2207		-5.79834	-1.2207	    -4.57764
0.4805					-2.90527	-0.610352	-0.305176	-3.96729    3.662114
0.481					-2.80762	1.2207		-2.74658	0	    -2.74658
0.4815					-2.70996	0.610352	-5.18799	-3.05176    -2.13623
0.482					-2.59399	0		-3.96729	-1.2207	    -2.74659
0.4825					-2.49023	-0.915527	-5.18799	-1.83105    -3.35694
0.483					-2.40479	0		-3.05176	-1.52588    -1.52588
0.4835					-2.28271	-2.13623	-1.52588	-2.74658    1.2207
0.484					-2.18506	0		-3.96729	-1.52588    -2.44141
0.4845					-2.0813		-0.610352	-4.57764	-1.83105    -2.74659
0.485					-1.98975	1.2207		-1.83105	0	    -1.83105
0.4855					-1.88599	0.915527	-3.05176	-1.83105    -1.22071
0.486					-1.78833	-0.305176	-3.66211	-0.915527   -2.746583
0.4865					-1.70898	3.05176		-4.27246	-0.305176   -3.967284
0.487					-1.58691	2.13623		-4.88281	-2.13623    -2.74658
0.4875					-1.50757	0.915527	-3.35693	-1.2207	    -2.13623
0.488					-1.40381	0.610352	-1.83105	-2.44141    0.61036
0.4885					-1.29395	1.52588		-3.66211	2.44141	    -6.10352
0.489					-1.18408	1.83105		-3.35693	-0.305176   -3.051754
0.4895					-1.09863	3.05176		-0.915527	-0.610352   -0.305175
0.49					-0.98877	2.44141		-2.44141	-0.305176   -2.136234
0.4905					-0.891113	2.74658		-3.35693	-1.2207	    -2.13623
0.491					-0.811768	1.2207		-4.57764	0.915527    -5.493167
0.4915					-0.689697	1.52588		-3.66211	2.44141	    -6.10352
0.492					-0.616455	2.13623		-2.74658	-0.610352   -2.136228
0.4925					-0.518799	4.27246		-2.44141	0	    -2.44141
0.493					-0.408936	3.05176		-0.610352	-0.915527   0.305175
0.4935					-0.317383	4.57764		-3.05176	-1.83105    -1.22071
0.494					-0.213623	0.610352	-3.35693	1.2207	    -4.57763
0.4945					-0.109863	1.83105		-1.83105	-0.610352   -1.220698
0.495					0		0.610352	-1.52588	-0.610352   -0.915528
0.4955					0.0915527	3.05176		-3.66211	0.305176    -3.967286
0.496					0.170898	2.13623		-0.610352	0	    -0.610352
0.4965					0.286865	1.52588		-1.83105	0	    -1.83105
0.497					0.366211	2.13623		-1.52588	0.915527    -2.441407
0.4975					0.482178	2.74658		1.2207		-1.2207	    2.4414
0.498					0.579834	2.44141		-2.13623	0.610352    -2.746582
0.4985					0.665283	1.83105		3.35693		-0.610352   3.967282
0.499					0.769043	0		0		2.44141	    -2.44141
0.4995					0.88501		0		1.2207		-0.610352   1.831052
0.5					0.970459	1.83105		-1.2207		0.610352    -1.831052
0.5005					1.07422		1.2207		0.915527	-2.44141    3.356937
0.501					1.19019		3.66211		0		-1.52588    1.52588
0.5015					1.28784		0.610352	-0.610352	0	    -0.610352
0.502					1.3855		0		0		0.915527    -0.915527
0.5025					1.46484		0.610352	1.2207		1.52588	    -0.30518
0.503					1.58691		3.05176		0.610352	2.13623	    -1.525878
0.5035					1.66626		3.66211		1.2207		0.915527    0.305173
0.504					1.78833		0.915527	-0.610352	0.610352    -1.220704
0.5045					1.87378		3.35693		-1.2207		1.83105	    -3.05175
0.505					1.98975		1.2207		0		0.915527    -0.915527
0.5055					2.06909		4.27246		0		1.83105	    -1.83105
0.506					2.16064		1.2207		-0.915527	0.915527    -1.831054
0.5065					2.27051		2.13623		0.305176	1.52588	    -1.220704
0.507					2.38037		2.44141		-1.52588	2.13623	    -3.66211
0.5075					2.47192		4.88281		0.610352	2.44141	    -1.831058
0.508					2.55127		4.88281		0		3.35693	    -3.35693
0.5085					2.66724		3.66211		0		0.305176    -0.305176
0.509					2.7832		3.35693		0.610352	0.610352    0
0.5095					2.88086		3.05176		0		1.52588	    -1.52588
0.51					2.98462		3.05176		-0.305176	4.88281	    -5.187986
0.5105					3.07617		3.05176		0		3.35693	    -3.35693
0.511					3.16162		4.57764		-0.915527	2.13623	    -3.051757
0.5115					3.27759		4.57764		0.610352	0	    0.610352
0.512					3.38745		1.2207		0.610352	2.74658	    -2.136228
0.5125					3.48511		2.13623		1.52588		0	    1.52588
0.513					3.58276		2.74658		0.915527	0	    0.915527
0.5135					3.65601		3.05176		1.52588		0	    1.52588
0.514					3.76587		3.35693		3.66211		3.35693	    0.30518
0.5145					3.86963		3.05176		2.74658		0	    2.74658
0.515					3.95508		5.49316		4.27246		3.96729	    0.30517
0.5155					4.05884		1.83105		2.74658		1.52588	    1.2207
0.516					4.18091		1.2207		1.2207		2.13623	    -0.91553
0.5165					4.25415		3.05176		4.27246		2.44141	    1.83105
0.517					4.37012		0.915527	2.44141		2.13623	    0.30518
0.5175					4.47998		3.66211		4.27246		-0.610352   4.882812
0.518					4.57153		0.915527	2.44141		-0.610352   3.051762
0.5185					4.66309		3.96729		3.35693		2.13623	    1.2207
0.519					4.76074		2.13623		4.27246		3.05176	    1.2207
0.5195					4.87671		1.52588		5.79834		1.2207	    4.57764
0.52					4.96826		5.18799		3.96729		4.88281	    -0.91552
0.5205					5.07202		3.05176		3.35693		4.57764	    -1.22071
0.521					5.18188		2.44141		5.79834		0.915527    4.882813
0.5215					5.26123		2.13623		2.44141		3.66211	    -1.2207
0.522					5.3772		0.305176	3.96729		2.44141	    1.52588
0.5225					5.48096		3.05176		2.74658		3.35693	    -0.61035
0.523					5.57251		2.74658		3.05176		3.05176	    0
0.5235					5.65796		3.66211		4.57764		0.915527    3.662113
0.524					5.76172		2.74658		3.35693		4.27246	    -0.91553
0.5245					5.85327		1.83105		3.96729		0	    3.96729
0.525					5.97534		4.88281		3.96729		2.74658	    1.22071
0.5255					6.073		3.35693		5.79834		2.74658	    3.05176
0.526					6.16455		2.13623		3.35693		3.66211	    -0.30518
0.5265					6.26831		3.35693		1.2207		4.57764	    -3.35694
0.527					6.37817		6.10352		1.2207		3.96729	    -2.74659
0.5275					6.45142		3.05176		5.79834		3.96729	    1.83105
0.528					6.57349		4.88281		5.49316		1.83105	    3.66211
0.5285					6.67114		3.66211		2.44141		5.49316	    -3.05175
0.529					6.7627		5.49316		7.32422		3.66211	    3.66211
0.5295					6.86035		6.10352		7.93457		4.27246	    3.66211
0.53					6.95801		4.57764		8.8501		3.35693	    5.49317
0.5305					7.04346		5.79834		6.10352		2.13623	    3.96729
0.531					7.14111		6.40869		6.71387		6.40869	    0.30518
0.5315					7.26318		6.10352		6.10352		3.05176	    3.05176
0.532					7.36694		0.915527	8.54492		4.27246	    4.27246
0.5325					7.44629		3.96729		5.49316		5.49316	    0
0.533					7.55615		4.27246		7.62939		5.79834	    1.83105
0.5335					7.66602		4.27246		8.23975		3.05176	    5.18799
0.534					7.76367		4.88281		7.62939		4.57764	    3.05175
0.5345					7.86743		3.35693		6.10352		3.96729	    2.13623
0.535					7.97119		3.35693		10.6812		4.27246	    6.40874
0.5355					8.05664		3.96729		6.40869		4.57764	    1.83105
0.536					8.1604		4.27246		7.62939		1.2207	    6.40869
0.5365					8.25806		2.44141		7.01904		5.49316	    1.52588
0.537					8.34351		5.49316		7.62939		4.57764	    3.05175
0.5375					8.44116		6.10352		9.46045		3.66211	    5.79834
0.538					8.55713		4.57764		12.207		3.35693	    8.85007
0.5385					8.64258		6.10352		8.54492		0.915527    7.629393
0.539					8.74634		4.27246		9.76563		4.57764	    5.18799
0.5395					8.83789		3.96729		9.15527		6.40869	    2.74658
0.54					8.94165		4.57764		10.6812		3.05176	    7.62944
0.5405					9.06372		7.01904		9.76563		6.40869	    3.35694
0.541					9.14307		6.71387		8.54492		7.32422	    1.2207
0.5415					9.24683		4.88281		10.6812		5.18799	    5.49321
0.542					9.36279		3.05176		10.376		6.71387	    3.66213
0.5425					9.47266		5.49316		8.54492		5.49316	    3.05176
0.543					9.57031		5.18799		10.0708		1.83105	    8.23975
0.5435					9.65576		6.10352		7.93457		6.71387	    1.2207
0.544					9.75342		6.10352		11.5967		4.57764	    7.01906
0.5445					9.86328		7.62939		10.376		6.40869	    3.96731
0.545					9.93652		5.79834		8.54492		6.10352	    2.4414
0.5455					10.0464		6.40869		9.15527		6.40869	    2.74658
0.546					10.1501		6.10352		11.2915		5.49316	    5.79834
0.5465					10.2356		6.71387		12.207		5.49316	    6.71384
0.547					10.3394		4.57764		10.376		4.88281	    5.49319
0.5475					10.4492		6.40869		11.2915		8.8501	    2.4414
0.548					10.5408		5.18799		13.7329		7.62939	    6.10351
0.5485					10.6567		6.10352		9.76563		7.32422	    2.44141
0.549					10.7422		7.93457		10.9863		6.10352	    4.88278
0.5495					10.8521		5.18799		10.0708		6.71387	    3.35693
0.55					10.9375		5.79834		10.6812		6.10352	    4.57768
0.5505					11.0291		7.32422		9.15527		3.35693	    5.79834
0.551					11.1328		2.74658		14.0381		7.01904	    7.01906
0.5515					11.2427		6.71387		11.2915		6.71387	    4.57763
0.552					11.3525		7.01904		12.5122		6.71387	    5.79833
0.5525					11.4441		5.79834		12.207		7.32422	    4.88278
0.553					11.554		7.32422		14.9536		5.79834	    9.15526
0.5535					11.6516		4.88281		11.5967		6.71387	    4.88283
0.554					11.7554		7.93457		13.7329		7.01904	    6.71386
0.5545					11.853		5.18799		13.7329		6.40869	    7.32421
0.555					11.9324		8.23975		14.0381		3.66211	    10.37599
0.5555					12.0239		7.32422		14.0381		5.79834	    8.23976
0.556					12.1277		7.93457		10.376		5.18799	    5.18801
0.5565					12.2498		6.40869		12.8174		9.15527	    3.66213
0.557					12.3413		6.10352		14.6484		7.01904	    7.62936
0.5575					12.439		6.40869		14.9536		5.49316	    9.46044
0.558					12.5183		8.8501		16.4795		6.40869	    10.07081
0.5585					12.6465		7.01904		13.1226		8.54492	    4.57768
0.559					12.7563		4.88281		15.2588		7.32422	    7.93458
0.5595					12.8601		6.10352		12.8174		6.71387	    6.10353
0.56					12.9517		7.62939		14.3433		8.54492	    5.79838
0.5605					13.0432		7.32422		13.1226		6.71387	    6.40873
0.561					13.1592		6.40869		17.0898		8.54492	    8.54488
0.5615					13.2324		5.79834		15.2588		8.23975	    7.01905
0.562					13.3545		4.27246		17.0898		9.46045	    7.62935
0.5625					13.4644		5.49316		14.6484		7.32422	    7.32418
0.563					13.5498		7.01904		14.0381		7.01904	    7.01906
0.5635					13.6414		7.93457		16.1743		9.15527	    7.01903
0.564					13.7329		8.54492		15.564		8.54492	    7.01908
0.5645					13.8489		7.32422		16.4795		7.01904	    9.46046
0.565					13.9526		8.23975		17.7002		9.76563	    7.93457
0.5655					14.0259		7.32422		18.0054		6.71387	    11.29153
0.566					14.1541		5.79834		18.3105		7.62939	    10.68111
0.5665					14.2395		8.23975		15.564		10.9863	    4.5777
0.567					14.3311		7.01904		15.8691		6.10352	    9.76558
0.5675					14.4165		6.40869		18.0054		8.8501	    9.1553
0.568					14.5325		7.01904		17.395		6.10352	    11.29148
0.5685					14.6484		9.15527		16.4795		7.62939	    8.85011
0.569					14.7461		8.54492		18.0054		8.8501	    9.1553
0.5695					14.8376		7.32422		18.3105		7.32422	    10.98628
0.57					14.9475		5.79834		18.3105		7.32422	    10.98628
0.5705					15.033		8.54492		19.8364		9.46045	    10.37595
0.571					15.1184		8.54492		16.4795		8.54492	    7.93458
0.5715					15.2527		7.01904		19.5313		11.9019	    7.6294
0.572					15.3259		7.62939		20.1416		11.5967	    8.5449
0.5725					15.4297		7.32422		17.395		7.93457	    9.46043
0.573					15.5457		7.01904		18.9209		9.76563	    9.15527
0.5735					15.6372		5.79834		18.9209		11.5967	    7.3242
0.574					15.7227		7.62939		18.0054		9.76563	    8.23977
0.5745					15.8325		10.0708		16.4795		11.5967	    4.8828
0.575					15.9424		9.15527		17.395		11.2915	    6.1035
0.5755					16.0339		8.8501		21.0571		9.46045	    11.59665
0.576					16.1316		8.54492		19.5313		11.9019	    7.6294
0.5765					16.2476		7.01904		21.9727		10.0708	    11.9019
0.577					16.3513		6.71387		22.2778		10.0708	    12.207
0.5775					16.4246		7.32422		19.5313		10.9863	    8.545
0.578					16.5466		8.54492		17.0898		9.46045	    7.62935
0.5785					16.6443		8.8501		20.4468		10.6812	    9.7656
0.579					16.7358		6.40869		18.6157		10.6812	    7.9345
0.5795					16.8274		9.15527		18.6157		10.0708	    8.5449
0.58					16.9373		7.32422		19.5313		9.76563	    9.76567
0.5805					17.0227		9.76563		19.5313		9.76563	    9.76567
0.581					17.1326		7.93457		21.6675		11.5967	    10.0708
0.5815					17.2363		7.62939		18.9209		10.376	    8.5449
0.582					17.3279		6.10352		19.8364		13.1226	    6.7138
0.5825					17.4316		6.40869		19.5313		9.46045	    10.07085
0.583					17.5171		7.62939		21.0571		10.9863	    10.0708
0.5835					17.6331		7.32422		21.6675		13.1226	    8.5449
0.584					17.7429		9.15527		22.8882		10.9863	    11.9019
0.5845					17.8345		8.23975		18.3105		14.3433	    3.9672
0.585					17.926		6.71387		23.1934		11.9019	    11.2915
0.5855					18.0054		10.6812		21.9727		13.1226	    8.8501
0.586					18.1152		5.79834		20.4468		11.5967	    8.8501
0.5865					18.2251		8.54492		20.1416		11.2915	    8.8501
0.587					18.3411		7.62939		24.7192		12.5122	    12.207
0.5875					18.4509		9.76563		22.8882		11.2915	    11.5967
0.588					18.5425		7.32422		21.0571		14.0381	    7.019
0.5885					18.6279		7.01904		25.3296		13.4277	    11.9019
0.589					18.7195		8.8501		25.3296		11.2915	    14.0381
0.5895					18.8293		9.15527		23.1934		12.207	    10.9864
0.59					18.9392		7.32422		23.4985		12.5122	    10.9863
0.5905					19.0125		10.6812		22.8882		11.9019	    10.9863
0.591					19.1406		9.15527		22.8882		15.2588	    7.6294
0.5915					19.22		8.8501		27.1606		14.6484	    12.5122
0.592					19.3115		12.207		24.7192		12.5122	    12.207
0.5925					19.4092		10.376		26.8555		14.0381	    12.8174
0.593					19.5129		8.54492		28.9917		13.1226	    15.8691
0.5935					19.635		9.76563		31.7383		9.15527	    22.58303
0.594					19.7327		9.76563		31.4331		14.3433	    17.0898
0.5945					19.8181		10.0708		26.2451		11.9019	    14.3432
0.595					19.928		9.76563		29.2969		14.6484	    14.6485
0.5955					20.0195		8.8501		25.6348		12.8174	    12.8174
0.596					20.1111		10.0708		26.2451		13.1226	    13.1225
0.5965					20.2393		7.32422		24.4141		14.6484	    9.7657
0.597					20.3247		10.0708		30.2124		14.0381	    16.1743
0.5975					20.4224		10.6812		30.2124		14.9536	    15.2588
0.598					20.5322		8.54492		25.0244		14.6484	    10.376
0.5985					20.6177		9.76563		28.6865		14.6484	    14.0381
0.599					20.7214		11.2915		30.5176		16.1743	    14.3433
0.5995					20.813		10.6812		26.2451		15.564	    10.6811
0.6					20.9351		7.93457		28.0762		14.6484	    13.4278
0.6005					21.0266		10.376		29.6021		16.1743	    13.4278
0.601					21.1243		7.32422		30.8228		15.2588	    15.564
0.6015					21.2341		7.93457		30.2124		15.8691	    14.3433
0.602					21.3135		7.32422		32.6538		14.3433	    18.3105
0.6025					21.4233		8.8501		32.0435		14.3433	    17.7002
0.603					21.5088		9.46045		32.6538		15.564	    17.0898
0.6035					21.6064		11.9019		33.2642		16.7847	    16.4795
0.604					21.7224		10.0708		32.0435		14.6484	    17.3951
0.6045					21.8079		10.376		32.0435		14.0381	    18.0054
0.605					21.9116		8.8501		33.8745		15.2588	    18.6157
0.6055					22.0276		8.54492		28.3813		15.564	    12.8173
0.606					22.1069		11.5967		33.2642		13.4277	    19.8365
0.6065					22.2351		9.46045		33.2642		14.9536	    18.3106
0.607					22.3145		9.76563		33.2642		13.1226	    20.1416
0.6075					22.3999		10.376		34.79		12.207	    22.583
0.608					22.5037		9.76563		30.8228		18.0054	    12.8174
0.6085					22.6135		10.0708		35.4004		15.564	    19.8364
0.609					22.699		12.5122		33.8745		15.564	    18.3105
0.6095					22.8149		9.76563		31.1279		14.9536	    16.1743
0.61					22.9309		11.2915		35.4004		13.7329	    21.6675
0.6105					23.0225		10.0708		35.7056		15.2588	    20.4468
0.611					23.1262		10.9863		32.0435		13.7329	    18.3106
0.6115					23.2239		9.15527		32.0435		16.1743	    15.8692
0.612					23.3215		11.2915		32.3486		14.0381	    18.3105
0.6125					23.4009		11.5967		38.147		14.0381	    24.1089
0.613					23.5291		8.54492		39.6729		17.7002	    21.9727
0.6135					23.6023		10.9863		34.1797		16.1743	    18.0054
0.614					23.7244		10.0708		36.9263		14.9536	    21.9727
0.6145					23.7915		11.9019		39.6729		16.1743	    23.4986
0.615					23.9014		10.376		39.0625		18.0054	    21.0571
0.6155					23.999		11.9019		39.0625		14.0381	    25.0244
0.616					24.1028		12.207		38.4521		14.6484	    23.8037
0.6165					24.2126		10.9863		38.4521		16.7847	    21.6674
0.617					24.3164		8.54492		41.1987		15.564	    25.6347
0.6175					24.3958		12.207		40.8936		18.0054	    22.8882
0.618					24.4995		9.76563		40.2832		15.8691	    24.4141
0.6185					24.6216		13.4277		39.978		17.7002	    22.2778
0.619					24.7253		9.15527		39.6729		16.1743	    23.4986
0.6195					24.8169		10.0708		39.0625		16.1743	    22.8882
0.62					24.9268		11.9019		42.7246		14.6484	    28.0762
0.6205					25		11.5967		42.4194		15.8691	    26.5503
0.621					25.1221		13.4277		38.7573		14.3433	    24.414
0.6215					25.2075		10.0708		41.1987		17.7002	    23.4985
0.622					25.3235		8.8501		42.4194		15.2588	    27.1606
0.6225					25.4028		11.2915		43.335		17.0898	    26.2452
0.623					25.4944		13.1226		44.5557		14.6484	    29.9073
0.6235					25.5981		13.7329		42.1143		18.0054	    24.1089
0.624					25.6897		10.9863		43.335		18.0054	    25.3296
0.6245					25.7935		14.3433		37.2314		13.4277	    23.8037
0.625					25.9155		12.5122		39.978		13.7329	    26.2451
0.6255					25.9949		10.6812		40.5884		17.7002	    22.8882
0.626					26.1047		13.7329		43.335		16.7847	    26.5503
0.6265					26.1902		13.7329		44.2505		17.395	    26.8555
0.627					26.2878		13.1226		42.4194		19.5313	    22.8881
0.6275					26.3855		13.1226		45.4712		18.6157	    26.8555
0.628					26.5015		15.2588		39.978		17.0898	    22.8882
0.6285					26.6235		10.0708		42.1143		18.6157	    23.4986
0.629					26.7212		12.207		44.5557		18.3105	    26.2452
